name	bio.tools_id	id	description	tool_shed_repository	panel_section_name	edam_topics	edam_operations		
hifive		toolshed.g2.bx.psu.edu/repos/sauria/hifive/hifive/0.1.0	manipulate, analyze, and plot HiC and 5C chromatin interaction data	hifive	Test Tools		
NetCDF xarray map plotting		toolshed.g2.bx.psu.edu/repos/ecology/xarray_mapplot/xarray_mapplot/0.20.2+galaxy0	Visualize netCDF variables on a geographical map	xarray_mapplot	GIS Data Handling		
NetCDF xarray Coordinate Info		toolshed.g2.bx.psu.edu/repos/ecology/xarray_coords_info/xarray_coords_info/0.20.2+galaxy0	Get values for each coordinate of a Netcdf file	xarray_coords_info	GIS Data Handling		
NetCDF xarray Metadata Info		toolshed.g2.bx.psu.edu/repos/ecology/xarray_metadata_info/xarray_metadata_info/0.20.2+galaxy0	summarize content of a Netcdf file	xarray_metadata_info	GIS Data Handling		
NetCDF xarray Selection		toolshed.g2.bx.psu.edu/repos/ecology/xarray_select/xarray_select/0.20.2+galaxy0	extracts variable values with custom conditions on dimensions	xarray_select	GIS Data Handling		
NetCDF xarray operations		toolshed.g2.bx.psu.edu/repos/ecology/xarray_netcdf2netcdf/xarray_netcdf2netcdf/0.20.2+galaxy0	manipulate xarray from netCDF and save back to netCDF	xarray_netcdf2netcdf	GIS Data Handling		
OGR Informations		toolshed.g2.bx.psu.edu/repos/ecology/gdal_ogrinfo/gdal_ogrinfo/3.0.0	lists information about an OGR supported data source	gdal_ogrinfo	GIS Data Handling		
OGR2ogr		toolshed.g2.bx.psu.edu/repos/ecology/gdal_ogr2ogr/gdal_ogr2ogr/3.0.0	converts simple features data between file formats	gdal_ogr2ogr	GIS Data Handling		
GDAL Warp		toolshed.g2.bx.psu.edu/repos/ecology/gdal_gdalwarp/gdal_gdalwarp/3.0.0	image reprojection and warping utility	gdal_gdalwarp	GIS Data Handling		
GDAL Translate		toolshed.g2.bx.psu.edu/repos/ecology/gdal_gdal_translate/gdal_gdal_translate/3.0.0	converts raster data between different formats.	gdal_gdal_translate	GIS Data Handling		
GDAL Merge		toolshed.g2.bx.psu.edu/repos/ecology/gdal_gdal_merge/gdal_gdal_merge/3.0.0	mosaics a set of images	gdal_gdal_merge	GIS Data Handling		
GDAL Informations		toolshed.g2.bx.psu.edu/repos/ecology/gdal_gdalinfo/gdal_gdalinfo/3.0.0	lists information about a raster dataset	gdal_gdalinfo	GIS Data Handling		
GDAL Build VRT		toolshed.g2.bx.psu.edu/repos/ecology/gdal_gdalbuildvrt/gdal_gdalbuildvrt/3.0.0	builds a VRT from a list of datasets	gdal_gdalbuildvrt	GIS Data Handling		
GDAL addo		toolshed.g2.bx.psu.edu/repos/ecology/gdal_gdaladdo/gdal_gdaladdo/3.0.0	builds or rebuilds overview images	gdal_gdaladdo	GIS Data Handling		
Get species occurrences data		toolshed.g2.bx.psu.edu/repos/ecology/spocc_occ/spocc_occ/0.9.0	from GBIF, ALA, iNAT and others	spocc_occ	Animal Detection on Acoustic Recordings		
Advanced restitution: 'Point fixe' protocol		toolshed.g2.bx.psu.edu/repos/ecology/vigiechiro_bilanenrichipf/vigiechiro_bilanenrichipf/0.1.1	from Animal Detection on Acoustic Recordings	vigiechiro_bilanenrichipf	Animal Detection on Acoustic Recordings		
Advanced restitution: 'Routier'or 'Pedestre' protocols		toolshed.g2.bx.psu.edu/repos/ecology/vigiechiro_bilanenrichirp/vigiechiro_bilanenrichirp/0.1.1	from Animal Detection on Acoustic Recordings	vigiechiro_bilanenrichirp	Animal Detection on Acoustic Recordings		
Tadarida data cleaner		toolshed.g2.bx.psu.edu/repos/ecology/vigiechiro_idcorrect_2ndlayer/vigiechiro_idcorrect_2ndlayer/0.1.1	clean data from animal detection on acoustic recordings	vigiechiro_idcorrect_2ndlayer	Animal Detection on Acoustic Recordings		
Tadarida identifications validation		toolshed.g2.bx.psu.edu/repos/ecology/vigiechiro_idvalid/vigiechiro_idvalid/0.1.1	Integrate identifications from animal detection on acoustic recordings	vigiechiro_idvalid	Animal Detection on Acoustic Recordings		
Fetch Indels		toolshed.g2.bx.psu.edu/repos/devteam/indels_3way/indels_3way/1.0.3	from 3-way alignments	indels_3way	Regional Variation		
Draw Stacked Bar Plots		toolshed.g2.bx.psu.edu/repos/devteam/draw_stacked_barplots/draw_stacked_barplots/1.0.0	for different categories and different criteria	draw_stacked_barplots	Regional Variation		
Delete Overlapping Indels		toolshed.g2.bx.psu.edu/repos/devteam/delete_overlapping_indels/delete_overlapping_indels/1.0.0	from a chromosome indels file	delete_overlapping_indels	Regional Variation		
Compute Motif Frequencies		toolshed.g2.bx.psu.edu/repos/devteam/compute_motifs_frequency/compute_motifs_frequency/1.0.0	in indel flanking regions	compute_motifs_frequency	Regional Variation		
Compute Motif Frequencies For All Motifs		toolshed.g2.bx.psu.edu/repos/devteam/compute_motif_frequencies_for_all_motifs/compute_motif_frequencies_for_all_motifs/1.0.0	motif by motif	compute_motif_frequencies_for_all_motifs	Regional Variation		
Categorize Elements		toolshed.g2.bx.psu.edu/repos/devteam/categorize_elements_satisfying_criteria/categorize_elements_satisfying_criteria/1.0.0	satisfying criteria	categorize_elements_satisfying_criteria	Regional Variation		
Feature coverage		toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0		featurecounter	Regional Variation		
FASTTREE		toolshed.g2.bx.psu.edu/repos/iuc/fasttree/fasttree/2.1.10+galaxy1	build maximum-likelihood phylogenetic trees	fasttree	Genome Diversity		
Make File		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_make_gd_file/1.0.0	: Build a gd_snp or gd_genotype file	genome_diversity	Genome Diversity		
Specify Individuals		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_specify/1.1.0	: Define a collection of individuals from a gd_snp dataset	genome_diversity	Genome Diversity		
Nucleotide Diversity		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_nucleotide_diversity_pi/1.0.0	: &pi; and &theta;	genome_diversity	Genome Diversity		
Founders sequenced		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_offspring_heterozygosity_pedigree/1.0.0	: Offspring estimated heterozygosity from a pedigree with sequenced founders	genome_diversity	Genome Diversity		
Matings		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_assignment_of_optimal_breeding_pairs/1.0.0	: Assignment of optimal breeding pairs	genome_diversity	Genome Diversity		
Phylogenetic Tree		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_phylogenetic_tree/1.1.0	: Show genetic relationships among individuals	genome_diversity	Genome Diversity		
Admixture		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_dpmix/1.2.0	: Map genomic intervals resembling specified source populations	genome_diversity	Genome Diversity		
Phylip		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_make_phylip/1.1.0	: prepare data for phylogenetic analysis	genome_diversity	Genome Diversity		
Diversity		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_diversity_pi/1.1.0	: pi, allowing for unsequenced intervals	genome_diversity	Genome Diversity		
Draw variants		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_draw_variants/1.1.0	: show positions of SNVs and unsequenced intervals	genome_diversity	Genome Diversity		
Remarkable Intervals		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_find_intervals/1.1.0	: Find high-scoring runs of SNPs	genome_diversity	Genome Diversity		
Differential Cleavage		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_specify_restriction_enzymes/1.0.0	: Select SNPs differentially cut by specified restriction enzymes	genome_diversity	Genome Diversity		
Reorder individuals		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_reorder/1.0.0	: exchange rows in the above picture	genome_diversity	Genome Diversity		
Pairs sequenced		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_offspring_heterozygosity/1.0.0	: Offspring estimated heterozygosity of sequenced pairs	genome_diversity	Genome Diversity		
Inbreeding and kinship		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_inbreeding_and_kinship/1.0.0	: Analyze the pedigree without genomic data	genome_diversity	Genome Diversity		
Ancestry		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_population_structure/1.0.0	: Characterize ancestries w.r.t. inferred ancestral populations	genome_diversity	Genome Diversity		
Population Complexity		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_evaluate_population_numbers/1.0.0	: Evaluate possible numbers of ancestral populations	genome_diversity	Genome Diversity		
Prepare Input		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_prepare_population_structure/1.2.0	: Filter and convert to the format needed for these tools	genome_diversity	Genome Diversity		
Aggregate Individuals		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_sum_gd_snp/1.1.0	: Append summary columns for a population	genome_diversity	Genome Diversity		
RAxML		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0	: construct a maximum-likelihood phylogenetic tree	genome_diversity	Genome Diversity		
Phyogenetic reconstruction with RAxML		toolshed.g2.bx.psu.edu/repos/iuc/raxml/raxml/8.2.4+galaxy2	- Maximum Likelihood based inference of large phylogenetic trees	raxml	Genome Diversity		
gd_snp to VCF		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_gd_snp2vcf/1.1.0	: Convert from gd_snp or gd_genotype to VCF format, for submission to dbSNP	genome_diversity	Genome Diversity		
Overall FST		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_average_fst/1.3.0	: Estimate the relative fixation index between two populations	genome_diversity	Genome Diversity		
Pathway Image		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_pathway_image/1.1.0	: Draw a KEGG pathway, highlighting specified gene modules	genome_diversity	Genome Diversity		
Close relatives		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0	: Discover familial relationships	genome_diversity	Genome Diversity		
PCA		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_pca/1.0.0	: Principal Components Analysis of genotype data	genome_diversity	Genome Diversity		
Filter SNPs		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_filter_gd_snp/1.2.0	: Discard some SNPs based on coverage, quality or spacing	genome_diversity	Genome Diversity		
Coverage Distributions		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_coverage_distributions/1.0.0	: Examine sequence coverage for SNPs	genome_diversity	Genome Diversity		
Pick Primers		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_extract_primers/1.0.0	: Find suitable PCR primers for SNPs	genome_diversity	Genome Diversity		
Flanking Sequence		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_extract_flanking_dna/1.0.0	: Fetch DNA sequence for intervals surrounding the given SNPs	genome_diversity	Genome Diversity		
Rank Pathways		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_calc_freq/1.2.0	: Assess the impact of a gene set on KEGG pathways	genome_diversity	Genome Diversity		
Per-SNP FSTs		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_add_fst_column/1.2.0	: Compute a fixation index score for each SNP	genome_diversity	Genome Diversity		
Sample SNPs		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_select_snps/1.0.0	: Select a specified number of SNPs, uniformly spaced	genome_diversity	Genome Diversity		
Restore Attributes		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_restore_attributes/1.1.0	: Fill in missing properties for a gd_snp or gd_genotype dataset	genome_diversity	Genome Diversity		
Convert		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_multiple_to_gd_genotype/1.0.0	: CSV, FSTAT, Genepop or VCF to either gd_snp or gd_genotype	genome_diversity	Genome Diversity		
Rank Terms		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_rank_terms/1.1.0	: Assess the enrichment/depletion of a gene set for GO terms	genome_diversity	Genome Diversity		
Get Pathways		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_new_oscar/1.0.0	: Look up KEGG pathways for given Ensembl transcripts	genome_diversity	Genome Diversity		
Cluster KEGG		toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_cluster_kegg/1.0.0	: Group gene categories connected by shared genes	genome_diversity	Genome Diversity		
CDO get info		toolshed.g2.bx.psu.edu/repos/climate/cdo_info/cdo_info/2.0.0+galaxy0	Climate Data Information Operators to get information on Climate and NWP model data	cdo_info	Climate Analysis		
CDO Operations		toolshed.g2.bx.psu.edu/repos/climate/cdo_operations/cdo_operations/2.0.0+galaxy0	Climate Data Manipulation Operators operations for standard processing of climate and NWP model output.	cdo_operations	Climate Analysis		
EODIE		toolshed.g2.bx.psu.edu/repos/climate/eodie/eodie/1.0.2	converts simple features data between file formats	eodie	Climate Analysis		
Copernicus Atmosphere Data Store		toolshed.g2.bx.psu.edu/repos/climate/cads/cads/0.1.0	for retrieving data from the Atmosphere Monitoring Service	cads	Climate Analysis		
CESM		toolshed.g2.bx.psu.edu/repos/climate/cesm/cesm/2.1.3+galaxy0	Community Earth System Model	cesm	Climate Analysis		
Copernicus Climate Data Store		toolshed.g2.bx.psu.edu/repos/climate/c3s/c3s/0.1.0	for retrieveing climate data	c3s	Climate Analysis		
CTSM/FATES-EMERALD		toolshed.g2.bx.psu.edu/repos/climate/ctsm_fates/ctsm_fates/2.0.1.1	Functionally Assembled Terrestrial Ecosystem Simulator	ctsm_fates	Climate Analysis		
Copernicus Essential Climate Variables		toolshed.g2.bx.psu.edu/repos/climate/cds_essential_variability/cds_essential_variability/0.2.0	for assessing climate variability	cds_essential_variability	Climate Analysis		
climate stripes		toolshed.g2.bx.psu.edu/repos/climate/climate_stripes/climate_stripes/1.0.1	from timeseries	climate_stripes	Climate Analysis		
map plot		toolshed.g2.bx.psu.edu/repos/climate/psy_maps/psy_maps/1.2.1	gridded (lat/lon) netCDF data	psy_maps	Climate Analysis		
zonal statistics		toolshed.g2.bx.psu.edu/repos/climate/mean_per_zone/mean_per_zone/0.2.0	over each area	mean_per_zone	Climate Analysis		
shift longitudes		toolshed.g2.bx.psu.edu/repos/climate/shift_longitudes/shyft_longitudes/0.1.0	from netCDF data	shift_longitudes	Climate Analysis		
Retrieve JBrowse		toolshed.g2.bx.psu.edu/repos/gga/apollo_fetch_jbrowse/fetch_jbrowse/4.2.13+galaxy0	for an organism, from Apollo	apollo_fetch_jbrowse	Apollo		
GFF3 to Apollo Annotations		toolshed.g2.bx.psu.edu/repos/gga/apollo_feat_from_gff3/feat_from_gff3/4.2.13+galaxy0		apollo_feat_from_gff3	Apollo		
Retrieve Data		toolshed.g2.bx.psu.edu/repos/gga/apollo_export/export/4.2.13+galaxy0	from Apollo into Galaxy	apollo_export	Apollo		
Annotate		toolshed.g2.bx.psu.edu/repos/gga/apollo_iframe/iframe/4.2.13+galaxy0	opens an IFrame to Apollo	apollo_iframe	Apollo		
Create or Update Organism		toolshed.g2.bx.psu.edu/repos/gga/apollo_create_or_update/create_or_update/4.2.13+galaxy0	will create the organism if it doesn't exist, and update otherwise	apollo_create_or_update	Apollo		
Delete an Apollo record		toolshed.g2.bx.psu.edu/repos/gga/apollo_delete_organism/delete_organism/4.2.13+galaxy0		apollo_delete_organism	Apollo		
Register Account		toolshed.g2.bx.psu.edu/repos/gga/apollo_create_account/create_account/4.2.13+galaxy0	with Apollo	apollo_create_account	Apollo		
List Organisms		toolshed.g2.bx.psu.edu/repos/gga/apollo_list_organism/list_organism/4.2.13+galaxy0	in Apollo	apollo_list_organism	Apollo		
Delete all annotations from an Apollo record		toolshed.g2.bx.psu.edu/repos/gga/apollo_delete_features/delete_features/4.2.13+galaxy0		apollo_delete_features	Apollo		
Projective Transformation		toolshed.g2.bx.psu.edu/repos/imgteam/projective_transformation/ip_projective_transformation/0.1.2	of 2D images	projective_transformation	Imaging		
Image Registration		toolshed.g2.bx.psu.edu/repos/imgteam/image_registration_affine/ip_image_registration/0.0.3	based on intensity information	image_registration_affine	Imaging		
Overlay Images		toolshed.g2.bx.psu.edu/repos/imgteam/overlay_images/ip_overlay_images/0.0.1	for visualization	overlay_images	Imaging		
Landmark Registration		toolshed.g2.bx.psu.edu/repos/imgteam/landmark_registration_ls/ip_landmark_registration_ls/0.0.2	using least squares	landmark_registration_ls	Imaging		
Local Threshold		toolshed.g2.bx.psu.edu/repos/imgteam/2d_local_threshold/ip_localthreshold/0.0.3	applies a local threshold algorithm to an image	2d_local_threshold	Imaging		
Auto Threshold		toolshed.g2.bx.psu.edu/repos/imgteam/2d_auto_threshold/ip_threshold/0.0.5	applies a standard thresholding algorithm to an image	2d_auto_threshold	Imaging		
Projective Transformation		toolshed.g2.bx.psu.edu/repos/imgteam/projective_transformation_points/ip_projective_transformation_points/0.1.1	of ROIs defined by pixel (point) coordinates	projective_transformation_points	Imaging		
IDR/OMERO Download		toolshed.g2.bx.psu.edu/repos/iuc/idr_download_by_ids/idr_download_by_ids/0.44	- download images from any OMERO instance using image IDs	idr_download_by_ids	Imaging		
Spot Detection		toolshed.g2.bx.psu.edu/repos/imgteam/spot_detection_2d/ip_spot_detection_2d/0.0.2	in a 2D image (sequence)	spot_detection_2d	Imaging		
Association of points		toolshed.g2.bx.psu.edu/repos/imgteam/points_association_nn/ip_points_association_nn/0.0.2	in consecutive frames (slices) using the nearest neighbor algorithm	points_association_nn	Imaging		
Curve Fitting		toolshed.g2.bx.psu.edu/repos/imgteam/curve_fitting/ip_curve_fitting/0.0.1	to data points using (1st- or 2nd-degree) polynomial function	curve_fitting	Imaging		
CellProfiler		toolshed.g2.bx.psu.edu/repos/bgruening/cp_cellprofiler/cp_cellprofiler/3.1.9+galaxy0	run a CellProfiler pipeline	cp_cellprofiler	Imaging		
Starting Modules		toolshed.g2.bx.psu.edu/repos/bgruening/cp_common/cp_common/3.1.9+galaxy1	load images and metadata into CellProfiler (Images, Metadata, NamesAndTypes, Groups)	cp_common	Imaging		
ColorToGray		toolshed.g2.bx.psu.edu/repos/bgruening/cp_color_to_gray/cp_color_to_gray/3.1.9+galaxy0	converts color and channel-stacked images to grayscale	cp_color_to_gray	Imaging		
Tile		toolshed.g2.bx.psu.edu/repos/bgruening/cp_tile/cp_tile/3.1.9+galaxy0	tiles images together to form large montage images	cp_tile	Imaging		
TrackObjects		toolshed.g2.bx.psu.edu/repos/bgruening/cp_track_objects/cp_track_objects/3.1.9+galaxy0	tracking objects throughout sequential frames of a series of images	cp_track_objects	Imaging		
Landmark Registration		toolshed.g2.bx.psu.edu/repos/imgteam/landmark_registration/ip_landmark_registration/0.0.4	estimates the affine transformation matrix	landmark_registration	Imaging		
OverlayOutlines		toolshed.g2.bx.psu.edu/repos/bgruening/cp_overlay_outlines/cp_overlay_outlines/3.1.9+galaxy0	places outlines of objects over a desired image.	cp_overlay_outlines	Imaging		
ConvertObjectsToImage		toolshed.g2.bx.psu.edu/repos/bgruening/cp_convert_objects_to_image/cp_convert_objects_to_image/3.1.9+galaxy0	convert the identified objects into an image	cp_convert_objects_to_image	Imaging		
DisplayDataOnImage		toolshed.g2.bx.psu.edu/repos/bgruening/cp_display_data_on_image/cp_display_data_on_image/3.1.9+galaxy0	produce an image with data on top of identified objects	cp_display_data_on_image	Imaging		
EnhanceOrSuppressFeatures		toolshed.g2.bx.psu.edu/repos/bgruening/cp_enhance_or_suppress_features/cp_enhance_or_suppress_features/3.1.9+galaxy0	to improve subsequent identification of objects	cp_enhance_or_suppress_features	Imaging		
ExportToSpreadsheet		toolshed.g2.bx.psu.edu/repos/bgruening/cp_export_to_spreadsheet/cp_export_to_spreadsheet/3.1.9+galaxy1	export measurements into one or more files	cp_export_to_spreadsheet	Imaging		
GrayToColor		toolshed.g2.bx.psu.edu/repos/bgruening/cp_gray_to_color/cp_gray_to_color/3.1.9+galaxy0	take grayscale images and produces a color image from them	cp_gray_to_color	Imaging		
IdentifyPrimaryObjects		toolshed.g2.bx.psu.edu/repos/bgruening/cp_identify_primary_objects/cp_identify_primary_objects/3.1.9+galaxy1	identify biological objects of interest	cp_identify_primary_objects	Imaging		
MaskImage		toolshed.g2.bx.psu.edu/repos/bgruening/cp_mask_image/cp_mask_image/3.1.9+galaxy0	hide portions of an image based on previously identified objects	cp_mask_image	Imaging		
MeasureGranularity		toolshed.g2.bx.psu.edu/repos/bgruening/cp_measure_granularity/cp_measure_granularity/3.1.9+galaxy0	output spectra of size measurements of the textures	cp_measure_granularity	Imaging		
MeasureImageAreaOccupied		toolshed.g2.bx.psu.edu/repos/bgruening/cp_measure_image_area_occupied/cp_measure_image_area_occupied/3.1.9+galaxy0	measure the area in an image occupied by objects	cp_measure_image_area_occupied	Imaging		
MeasureImageIntensity		toolshed.g2.bx.psu.edu/repos/bgruening/cp_measure_image_intensity/cp_measure_image_intensity/3.1.9+galaxy0	measure several intensity features across an entire image	cp_measure_image_intensity	Imaging		
MeasureImageQuality		toolshed.g2.bx.psu.edu/repos/bgruening/cp_measure_image_quality/cp_measure_image_quality/3.1.9+galaxy0	measure features that indicate image quality	cp_measure_image_quality	Imaging		
MeasureObjectIntensity		toolshed.g2.bx.psu.edu/repos/bgruening/cp_measure_object_intensity/cp_measure_object_intensity/3.1.9+galaxy0	measure several intensity features for identified objects	cp_measure_object_intensity	Imaging		
MeasureObjectSizeShape		toolshed.g2.bx.psu.edu/repos/bgruening/cp_measure_object_size_shape/cp_measure_object_size_shape/3.1.9+galaxy0	measure area and shape features of identified objects	cp_measure_object_size_shape	Imaging		
MeasureTexture		toolshed.g2.bx.psu.edu/repos/bgruening/cp_measure_texture/cp_measure_texture/3.1.9+galaxy0	quantify the roughness and smoothness of the textures	cp_measure_texture	Imaging		
RelateObjects		toolshed.g2.bx.psu.edu/repos/bgruening/cp_relate_objects/cp_relate_objects/3.1.9+galaxy0	assign relationships parent-children between objects	cp_relate_objects	Imaging		
SaveImages		toolshed.g2.bx.psu.edu/repos/bgruening/cp_save_images/cp_save_images/3.1.9+galaxy1	or movie files	cp_save_images	Imaging		
ImageMath		toolshed.g2.bx.psu.edu/repos/bgruening/cp_image_math/cp_image_math/3.1.9+galaxy0	perform simple mathematical operations on images	cp_image_math	Imaging		
SpyBOAT		toolshed.g2.bx.psu.edu/repos/iuc/spyboat/spyboat/0.1.1	wavelet analyzes image stacks	spyboat	Imaging		
Convert binary image to EDM		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_binary_to_edm/imagej2_binary_to_edm/3.0.1	(Euclidean Distance Map)	imagej2_binary_to_edm	Imaging		
Skeletonize		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_skeletonize3d/imagej2_skeletonize3d/3.0.1		imagej2_skeletonize3d	Imaging		
Find edges		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_find_edges/imagej2_find_edges/3.0.1		imagej2_find_edges	Imaging		
Add shadow effect		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_shadows/imagej2_shadows/3.0.1		imagej2_shadows	Imaging		
Enhance contrast		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_enhance_contrast/imagej2_enhance_contrast/3.0.1		imagej2_enhance_contrast	Imaging		
Find maxima		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_find_maxima/imagej2_find_maxima/3.0.1		imagej2_find_maxima	Imaging		
Watershed segmentation		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_watershed_binary/imagej2_watershed_binary/3.0.1	of binary image	imagej2_watershed_binary	Imaging		
Apply raw transformation		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_bunwarpj_raw_transform/imagej2_bunwarpj_raw_transform/3.0.1	with bUnwarpJ	imagej2_bunwarpj_raw_transform	Imaging		
Operate on pixels		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_math/imagej2_math/3.0.1	with a mathematical expression	imagej2_math	Imaging		
Apply elastic transformation		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_bunwarpj_elastic_transform/imagej2_bunwarpj_elastic_transform/3.0.1	with bUnwarpJ	imagej2_bunwarpj_elastic_transform	Imaging		
Overlay		toolshed.g2.bx.psu.edu/repos/imgteam/overlay_moving_and_fixed_image/ip_viz_overlay_moving_and_fixed_image/0.0.2	moving and fixed image	overlay_moving_and_fixed_image	Imaging		
Extract top view		toolshed.g2.bx.psu.edu/repos/imgteam/wsi_extract_top_view/ip_wsi_extract_top_view/0.2	from whole-slice image	wsi_extract_top_view	Imaging		
GeneSeqToFamily preparation		toolshed.g2.bx.psu.edu/repos/earlhaminst/gstf_preparation/gstf_preparation/0.4.1	converts data for the workflow	gstf_preparation	Imaging		
Image Converter		toolshed.g2.bx.psu.edu/repos/bgruening/graphicsmagick_image_convert/graphicsmagick_image_convert/1.3.31		graphicsmagick_image_convert	Imaging		
Adapt an elastic transformation		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_bunwarpj_adapt_transform/imagej2_bunwarpj_adapt_transform/3.0.0	to a new image size with bUnwarpJ	imagej2_bunwarpj_adapt_transform	Imaging		
Adjust threshold		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_adjust_threshold_binary/imagej2_adjust_threshold_binary/3.0.0	of binary image	imagej2_adjust_threshold_binary	Imaging		
Compose two elastic transformations		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_bunwarpj_compose_elastic/imagej2_bunwarpj_compose_elastic/3.0.0	into a raw transformation with bUnwarpJ	imagej2_bunwarpj_compose_elastic	Imaging		
Sharpen		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_sharpen/imagej2_sharpen/3.0.0		imagej2_sharpen	Imaging		
Convert to binary		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_make_binary/imagej2_make_binary/3.0.0	(black and white)	imagej2_make_binary	Imaging		
Convert elastic transformation to raw		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_bunwarpj_convert_to_raw/imagej2_bunwarpj_convert_to_raw/3.0.0	with bUnwarpJ	imagej2_bunwarpj_convert_to_raw	Imaging		
Compare two raw deformations		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_bunwarpj_compare_raw/imagej2_bunwarpj_compare_raw/3.0.0	by warping index with bUnwarpJ	imagej2_bunwarpj_compare_raw	Imaging		
Compare opposite elastic deformations		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_bunwarpj_compare_elastic/imagej2_bunwarpj_compare_elastic/3.0.0	by warping index with bUnwarpJ	imagej2_bunwarpj_compare_elastic	Imaging		
Analyze skeleton		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_analyze_skeleton/imagej2_analyze_skeleton/3.0.0		imagej2_analyze_skeleton	Imaging		
Smooth		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_smooth/imagej2_smooth/3.0.0		imagej2_smooth	Imaging		
Align two images		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_bunwarpj_align/imagej2_bunwarpj_align/3.0.0	with bUnwarpJ	imagej2_bunwarpj_align	Imaging		
Compose two raw transformations		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_bunwarpj_compose_raw/imagej2_bunwarpj_compose_raw/3.0.0	into another raw transformation with bUnwarpJ	imagej2_bunwarpj_compose_raw	Imaging		
Add or remove noise		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_noise/imagej2_noise/3.0.0		imagej2_noise	Imaging		
Create new image		toolshed.g2.bx.psu.edu/repos/imgteam/imagej2_create_image/imagej2_create_image/3.0.0		imagej2_create_image	Imaging		
